CondUnitBaaNDataID,CondUnitModelID,CompressorHP,CondType,CondTypeDesc,AppTempDesc,RefType,RefTypeDesc,AWEFPassOrFail,AWEFRating
1454,396,60,1,Oversized,L,S,R404A,FAIL,0
1455,12,15,0,Standard,L,P,R507,PASS,3.555
1456,13,22,0,Standard,L,P,R507,PASS,3.386
1457,14,27,0,Standard,L,P,R507,PASS,3.398
1458,15,30,0,Standard,L,P,R507,FAIL,0
1459,27,15,1,Oversized,L,P,R507,PASS,3.417
1460,28,22,1,Oversized,L,P,R507,PASS,3.469
1461,29,27,1,Oversized,L,P,R507,PASS,3.291
1462,30,30,1,Oversized,L,P,R507,FAIL,0
1463,40,22,2,Title 24 Compliant,L,P,R507,PASS,3.497
1464,41,27,2,Title 24 Compliant,L,P,R507,PASS,3.436
1465,42,30,2,Title 24 Compliant,L,P,R507,FAIL,0
1466,54,15,0,Standard,L,P,R507,PASS,3.598
1467,55,22,0,Standard,L,P,R507,PASS,3.392
1468,56,27,0,Standard,L,P,R507,PASS,3.447
1469,57,30,0,Standard,L,P,R507,PASS,3.325
1470,69,15,1,Oversized,L,P,R507,PASS,3.45
1471,70,22,1,Oversized,L,P,R507,PASS,3.465
1472,71,27,1,Oversized,L,P,R507,PASS,3.337
1473,72,30,1,Oversized,L,P,R507,PASS,3.312
1474,82,22,2,Title 24 Compliant,L,P,R507,PASS,3.489
1475,83,27,2,Title 24 Compliant,L,P,R507,PASS,3.481
1476,84,30,2,Title 24 Compliant,L,P,R507,PASS,3.368
1477,96,15,0,Standard,L,P,R507,PASS,3.619
1478,97,22,0,Standard,L,P,R507,PASS,3.431
1479,98,27,0,Standard,L,P,R507,PASS,3.43
1480,99,30,0,Standard,L,P,R507,PASS,3.327
1481,111,15,1,Oversized,L,P,R507,PASS,3.464
1482,112,22,1,Oversized,L,P,R507,PASS,3.5
1483,113,27,1,Oversized,L,P,R507,PASS,3.319
1484,114,30,1,Oversized,L,P,R507,PASS,3.304
1485,124,22,2,Title 24 Compliant,L,P,R507,PASS,3.523
1486,125,27,2,Title 24 Compliant,L,P,R507,PASS,3.465
1487,126,30,2,Title 24 Compliant,L,P,R507,PASS,3.368
1488,143,30,0,Standard,L,P,R507,Exempt,0
1489,144,44,0,Standard,L,P,R507,Exempt,0
1490,145,54,0,Standard,L,P,R507,Exempt,0
1491,146,60,0,Standard,L,P,R507,Exempt,0
1492,163,30,1,Oversized,L,P,R507,Exempt,0
1493,164,44,1,Oversized,L,P,R507,Exempt,0
1494,165,54,1,Oversized,L,P,R507,Exempt,0
1495,166,60,1,Oversized,L,P,R507,Exempt,0
1496,172,60,2,Title 24 Compliant,L,P,R507,Exempt,0
1497,189,30,0,Standard,L,P,R507,Exempt,0
1498,190,44,0,Standard,L,P,R507,Exempt,0
1499,191,54,0,Standard,L,P,R507,Exempt,0
1500,192,60,0,Standard,L,P,R507,Exempt,0
1501,209,30,1,Oversized,L,P,R507,Exempt,0
1502,210,44,1,Oversized,L,P,R507,Exempt,0
1503,211,54,1,Oversized,L,P,R507,Exempt,0
1504,212,60,1,Oversized,L,P,R507,Exempt,0
1505,218,60,2,Title 24 Compliant,L,P,R507,Exempt,0
1506,235,30,0,Standard,L,P,R507,Exempt,0
1507,236,44,0,Standard,L,P,R507,Exempt,0
1508,237,54,0,Standard,L,P,R507,Exempt,0
1509,238,60,0,Standard,L,P,R507,Exempt,0
1510,255,30,1,Oversized,L,P,R507,Exempt,0
1511,256,44,1,Oversized,L,P,R507,Exempt,0
1512,257,54,1,Oversized,L,P,R507,Exempt,0
1513,258,60,1,Oversized,L,P,R507,Exempt,0
1514,264,60,2,Title 24 Compliant,L,P,R507,PASS,8.416
1515,281,30,0,Standard,L,P,R507,PASS,3.313
1516,282,44,0,Standard,L,P,R507,PASS,3.236
1517,283,54,0,Standard,L,P,R507,PASS,3.179
1518,284,60,0,Standard,L,P,R507,FAIL,0
1519,301,30,1,Oversized,L,P,R507,PASS,3.283
1520,302,44,1,Oversized,L,P,R507,PASS,3.274
1521,303,54,1,Oversized,L,P,R507,PASS,3.182
1522,304,60,1,Oversized,L,P,R507,FAIL,0
1523,310,60,2,Title 24 Compliant,L,P,R507,FAIL,0
1524,327,30,0,Standard,L,P,R507,PASS,3.349
1525,328,44,0,Standard,L,P,R507,PASS,3.24
1526,329,54,0,Standard,L,P,R507,PASS,3.225
1527,330,60,0,Standard,L,P,R507,FAIL,0
1528,347,30,1,Oversized,L,P,R507,PASS,3.31
1529,348,44,1,Oversized,L,P,R507,PASS,3.272
1530,349,54,1,Oversized,L,P,R507,PASS,3.222
1531,350,60,1,Oversized,L,P,R507,FAIL,0
1532,356,60,2,Title 24 Compliant,L,P,R507,FAIL,0
1533,373,30,0,Standard,L,P,R507,PASS,3.37
1534,374,44,0,Standard,L,P,R507,PASS,3.28
1535,375,54,0,Standard,L,P,R507,PASS,3.212
1536,376,60,0,Standard,L,P,R507,FAIL,0
1537,393,30,1,Oversized,L,P,R507,PASS,3.327
1538,394,44,1,Oversized,L,P,R507,PASS,3.311
1539,395,54,1,Oversized,L,P,R507,FAIL,0
1540,396,60,1,Oversized,L,P,R507,FAIL,0
1541,8,15,0,Standard,L,Q,R407A,PASS,3.27
1542,9,22,0,Standard,L,Q,R407A,PASS,3.25
1543,10,27,0,Standard,L,Q,R407A,PASS,3.25
1544,11,30,0,Standard,L,Q,R407A,PASS,3.62
1545,23,15,1,Oversized,L,Q,R407A,PASS,3.15
1546,24,22,1,Oversized,L,Q,R407A,PASS,3.15
1547,25,27,1,Oversized,L,Q,R407A,FAIL,0
1548,26,30,1,Oversized,L,Q,R407A,PASS,3.15
1549,37,22,2,Title 24 Compliant,L,Q,R407A,PASS,3.28
1550,38,27,2,Title 24 Compliant,L,Q,R407A,PASS,3.28
1551,39,30,2,Title 24 Compliant,L,Q,R407A,PASS,3.62
1552,50,15,0,Standard,L,Q,R407A,PASS,3.32
1553,51,22,0,Standard,L,Q,R407A,PASS,3.4
1554,52,27,0,Standard,L,Q,R407A,PASS,3.36
1555,53,30,0,Standard,L,Q,R407A,PASS,3.58
1556,65,15,1,Oversized,L,Q,R407A,PASS,3.58
1557,66,22,1,Oversized,L,Q,R407A,PASS,3.26
1558,67,27,1,Oversized,L,Q,R407A,PASS,3.29
1559,68,30,1,Oversized,L,Q,R407A,PASS,3.47
1560,79,22,2,Title 24 Compliant,L,Q,R407A,PASS,3.43
1561,80,27,2,Title 24 Compliant,L,Q,R407A,PASS,3.4
1562,81,30,2,Title 24 Compliant,L,Q,R407A,PASS,3.52
1563,92,15,0,Standard,L,Q,R407A,PASS,3.37
1564,93,22,0,Standard,L,Q,R407A,PASS,3.39
1565,94,27,0,Standard,L,Q,R407A,PASS,3.32
1566,95,30,0,Standard,L,Q,R407A,PASS,3.61
1567,107,15,1,Oversized,L,Q,R407A,PASS,3.42
1568,108,22,1,Oversized,L,Q,R407A,PASS,3.24
1569,109,27,1,Oversized,L,Q,R407A,PASS,3.25
1570,110,30,1,Oversized,L,Q,R407A,PASS,3.49
1571,121,22,2,Title 24 Compliant,L,Q,R407A,PASS,3.41
1572,122,27,2,Title 24 Compliant,L,Q,R407A,PASS,3.35
1573,123,30,2,Title 24 Compliant,L,Q,R407A,PASS,3.56
1574,139,30,0,Standard,L,Q,R407A,Exempt,0
1575,140,44,0,Standard,L,Q,R407A,Exempt,0
1576,141,54,0,Standard,L,Q,R407A,Exempt,0
1577,142,60,0,Standard,L,Q,R407A,Exempt,0
1578,159,30,1,Oversized,L,Q,R407A,Exempt,0
1579,160,44,1,Oversized,L,Q,R407A,Exempt,0
1580,161,54,1,Oversized,L,Q,R407A,Exempt,0
1581,162,60,1,Oversized,L,Q,R407A,Exempt,0
1582,171,60,2,Title 24 Compliant,L,Q,R407A,Exempt,0
1583,185,30,0,Standard,L,Q,R407A,Exempt,0
1584,186,44,0,Standard,L,Q,R407A,Exempt,0
1585,187,54,0,Standard,L,Q,R407A,Exempt,0
1586,188,60,0,Standard,L,Q,R407A,Exempt,0
1587,205,30,1,Oversized,L,Q,R407A,Exempt,0
1588,206,44,1,Oversized,L,Q,R407A,Exempt,0
1589,207,54,1,Oversized,L,Q,R407A,Exempt,0
1590,208,60,1,Oversized,L,Q,R407A,Exempt,0
1591,217,60,2,Title 24 Compliant,L,Q,R407A,Exempt,0
1592,231,30,0,Standard,L,Q,R407A,Exempt,0
1593,232,44,0,Standard,L,Q,R407A,Exempt,0
1594,233,54,0,Standard,L,Q,R407A,Exempt,0
1595,234,60,0,Standard,L,Q,R407A,Exempt,0
1596,251,30,1,Oversized,L,Q,R407A,Exempt,0
1597,252,44,1,Oversized,L,Q,R407A,Exempt,0
1598,253,54,1,Oversized,L,Q,R407A,Exempt,0
1599,254,60,1,Oversized,L,Q,R407A,Exempt,0
1600,263,60,2,Title 24 Compliant,L,Q,R407A,Exempt,0
1601,277,30,0,Standard,L,Q,R407A,FAIL,0
1602,278,44,0,Standard,L,Q,R407A,FAIL,0
1603,279,54,0,Standard,L,Q,R407A,FAIL,0
1604,280,60,0,Standard,L,Q,R407A,FAIL,0
1605,297,30,1,Oversized,L,Q,R407A,FAIL,0
1606,298,44,1,Oversized,L,Q,R407A,PASS,3.15
1607,299,54,1,Oversized,L,Q,R407A,FAIL,0
1608,300,60,1,Oversized,L,Q,R407A,FAIL,0
1609,309,60,2,Title 24 Compliant,L,Q,R407A,FAIL,0
1610,323,30,0,Standard,L,Q,R407A,PASS,3.21
1611,324,44,0,Standard,L,Q,R407A,PASS,3.23
1612,325,54,0,Standard,L,Q,R407A,PASS,3.15
1613,326,60,0,Standard,L,Q,R407A,FAIL,0
1614,343,30,1,Oversized,L,Q,R407A,PASS,3.23
1615,344,44,1,Oversized,L,Q,R407A,PASS,3.19
1616,345,54,1,Oversized,L,Q,R407A,PASS,3.15
1617,346,60,1,Oversized,L,Q,R407A,FAIL,0
1618,355,60,2,Title 24 Compliant,L,Q,R407A,PASS,3.15
1619,369,30,0,Standard,L,Q,R407A,PASS,3.26
1620,370,44,0,Standard,L,Q,R407A,PASS,3.21
1621,371,54,0,Standard,L,Q,R407A,PASS,3.15
1622,372,60,0,Standard,L,Q,R407A,FAIL,0
1623,389,30,1,Oversized,L,Q,R407A,PASS,3.28
1624,390,44,1,Oversized,L,Q,R407A,PASS,3.18
1625,391,54,1,Oversized,L,Q,R407A,PASS,3.15
1626,392,60,1,Oversized,L,Q,R407A,FAIL,0
1627,401,60,2,Title 24 Compliant,L,Q,R407A,FAIL,0
1628,8,15,0,Standard,L,T,R448A,PASS,3.27
1629,9,22,0,Standard,L,T,R448A,PASS,3.25
1630,10,27,0,Standard,L,T,R448A,PASS,3.25
1631,11,30,0,Standard,L,T,R448A,PASS,3.62
1632,23,15,1,Oversized,L,T,R448A,PASS,3.15
1633,24,22,1,Oversized,L,T,R448A,PASS,3.15
1634,25,27,1,Oversized,L,T,R448A,FAIL,0
1635,26,30,1,Oversized,L,T,R448A,PASS,3.163
1636,37,22,2,Title 24 Compliant,L,T,R448A,PASS,3.28
1637,38,27,2,Title 24 Compliant,L,T,R448A,PASS,3.28
1638,39,30,2,Title 24 Compliant,L,T,R448A,PASS,3.62
1639,50,15,0,Standard,L,T,R448A,PASS,3.32
1640,51,22,0,Standard,L,T,R448A,PASS,3.4
1641,52,27,0,Standard,L,T,R448A,PASS,3.36
1642,53,30,0,Standard,L,T,R448A,PASS,3.58
1643,65,15,1,Oversized,L,T,R448A,PASS,3.58
1644,66,22,1,Oversized,L,T,R448A,PASS,3.26
1645,67,27,1,Oversized,L,T,R448A,PASS,3.29
1646,68,30,1,Oversized,L,T,R448A,PASS,3.47
1647,79,22,2,Title 24 Compliant,L,T,R448A,PASS,3.43
1648,80,27,2,Title 24 Compliant,L,T,R448A,PASS,3.4
1649,81,30,2,Title 24 Compliant,L,T,R448A,PASS,3.52
1650,92,15,0,Standard,L,T,R448A,PASS,3.37
1651,93,22,0,Standard,L,T,R448A,PASS,3.39
1652,94,27,0,Standard,L,T,R448A,PASS,3.32
1653,95,30,0,Standard,L,T,R448A,PASS,3.61
1654,107,15,1,Oversized,L,T,R448A,PASS,3.42
1655,108,22,1,Oversized,L,T,R448A,PASS,3.24
1656,109,27,1,Oversized,L,T,R448A,PASS,3.25
1657,110,30,1,Oversized,L,T,R448A,PASS,3.49
1658,121,22,2,Title 24 Compliant,L,T,R448A,PASS,3.41
1659,122,27,2,Title 24 Compliant,L,T,R448A,PASS,3.35
1660,123,30,2,Title 24 Compliant,L,T,R448A,PASS,3.56
1661,139,30,0,Standard,L,T,R448A,Exempt,0
1662,140,44,0,Standard,L,T,R448A,Exempt,0
1663,141,54,0,Standard,L,T,R448A,Exempt,0
1664,142,60,0,Standard,L,T,R448A,Exempt,0
1665,159,30,1,Oversized,L,T,R448A,Exempt,0
1666,160,44,1,Oversized,L,T,R448A,Exempt,0
1667,161,54,1,Oversized,L,T,R448A,Exempt,0
1668,162,60,1,Oversized,L,T,R448A,Exempt,0
1669,171,60,2,Title 24 Compliant,L,T,R448A,Exempt,0
1670,185,30,0,Standard,L,T,R448A,Exempt,0
1671,186,44,0,Standard,L,T,R448A,Exempt,0
1672,187,54,0,Standard,L,T,R448A,Exempt,0
1673,188,60,0,Standard,L,T,R448A,Exempt,0
1674,205,30,1,Oversized,L,T,R448A,Exempt,0
1675,206,44,1,Oversized,L,T,R448A,Exempt,0
1676,207,54,1,Oversized,L,T,R448A,Exempt,0
1677,208,60,1,Oversized,L,T,R448A,Exempt,0
1678,217,60,2,Title 24 Compliant,L,T,R448A,Exempt,0
1679,231,30,0,Standard,L,T,R448A,Exempt,0
1680,232,44,0,Standard,L,T,R448A,Exempt,0
1681,233,54,0,Standard,L,T,R448A,Exempt,0
1682,234,60,0,Standard,L,T,R448A,Exempt,0
1683,251,30,1,Oversized,L,T,R448A,Exempt,0
1684,252,44,1,Oversized,L,T,R448A,Exempt,0
1685,253,54,1,Oversized,L,T,R448A,Exempt,0
1686,254,60,1,Oversized,L,T,R448A,Exempt,0
1687,263,60,2,Title 24 Compliant,L,T,R448A,Exempt,0
1688,277,30,0,Standard,L,T,R448A,FAIL,0
1689,278,44,0,Standard,L,T,R448A,FAIL,0
1690,279,54,0,Standard,L,T,R448A,FAIL,0
1691,280,60,0,Standard,L,T,R448A,FAIL,0
1692,297,30,1,Oversized,L,T,R448A,FAIL,0
1693,298,44,1,Oversized,L,T,R448A,PASS,3.15
1694,299,54,1,Oversized,L,T,R448A,FAIL,0
1695,300,60,1,Oversized,L,T,R448A,FAIL,0
1696,309,60,2,Title 24 Compliant,L,T,R448A,FAIL,0
1697,323,30,0,Standard,L,T,R448A,PASS,3.21
1698,324,44,0,Standard,L,T,R448A,PASS,3.23
1699,325,54,0,Standard,L,T,R448A,PASS,3.15
1700,326,60,0,Standard,L,T,R448A,PASS,3.4
1701,343,30,1,Oversized,L,T,R448A,PASS,3.23
1702,344,44,1,Oversized,L,T,R448A,PASS,3.19
1703,345,54,1,Oversized,L,T,R448A,PASS,3.15
1704,346,60,1,Oversized,L,T,R448A,FAIL,0
1705,355,60,2,Title 24 Compliant,L,T,R448A,PASS,3.15
1706,369,30,0,Standard,L,T,R448A,PASS,3.26
1707,370,44,0,Standard,L,T,R448A,PASS,3.21
1708,371,54,0,Standard,L,T,R448A,PASS,3.15
1709,372,60,0,Standard,L,T,R448A,FAIL,0
1710,389,30,1,Oversized,L,T,R448A,PASS,3.28
1711,390,44,1,Oversized,L,T,R448A,PASS,3.18
1712,391,54,1,Oversized,L,T,R448A,PASS,3.15
1713,392,60,1,Oversized,L,T,R448A,FAIL,0
1714,401,60,2,Title 24 Compliant,L,T,R448A,FAIL,0
1715,8,15,0,Standard,L,R,R449A,PASS,3.27
1716,9,22,0,Standard,L,R,R449A,PASS,3.25
1717,10,27,0,Standard,L,R,R449A,PASS,3.25
1718,11,30,0,Standard,L,R,R449A,PASS,3.62
1719,23,15,1,Oversized,L,R,R449A,PASS,3.15
1720,24,22,1,Oversized,L,R,R449A,PASS,3.15
1721,25,27,1,Oversized,L,R,R449A,FAIL,0
1722,26,30,1,Oversized,L,R,R449A,PASS,3.163
1723,37,22,2,Title 24 Compliant,L,R,R449A,PASS,3.28
1724,38,27,2,Title 24 Compliant,L,R,R449A,PASS,3.28
1725,39,30,2,Title 24 Compliant,L,R,R449A,PASS,3.62
1726,50,15,0,Standard,L,R,R449A,PASS,3.32
1727,51,22,0,Standard,L,R,R449A,PASS,3.4
1728,52,27,0,Standard,L,R,R449A,PASS,3.36
1729,53,30,0,Standard,L,R,R449A,PASS,3.58
1730,65,15,1,Oversized,L,R,R449A,PASS,3.58
1731,66,22,1,Oversized,L,R,R449A,PASS,3.26
1732,67,27,1,Oversized,L,R,R449A,PASS,3.29
1733,68,30,1,Oversized,L,R,R449A,PASS,3.47
1734,79,22,2,Title 24 Compliant,L,R,R449A,PASS,3.43
1735,80,27,2,Title 24 Compliant,L,R,R449A,PASS,3.4
1736,81,30,2,Title 24 Compliant,L,R,R449A,PASS,3.52
1737,92,15,0,Standard,L,R,R449A,PASS,3.37
1738,93,22,0,Standard,L,R,R449A,PASS,3.39
1739,94,27,0,Standard,L,R,R449A,PASS,3.32
1740,95,30,0,Standard,L,R,R449A,PASS,3.61
1741,107,15,1,Oversized,L,R,R449A,PASS,3.42
1742,108,22,1,Oversized,L,R,R449A,PASS,3.24
1743,109,27,1,Oversized,L,R,R449A,PASS,3.25
1744,110,30,1,Oversized,L,R,R449A,PASS,3.49
1745,121,22,2,Title 24 Compliant,L,R,R449A,PASS,3.41
1746,122,27,2,Title 24 Compliant,L,R,R449A,PASS,3.35
1747,123,30,2,Title 24 Compliant,L,R,R449A,PASS,3.56
1748,139,30,0,Standard,L,R,R449A,Exempt,0
1749,140,44,0,Standard,L,R,R449A,Exempt,0
1750,141,54,0,Standard,L,R,R449A,Exempt,0
1751,142,60,0,Standard,L,R,R449A,Exempt,0
1752,159,30,1,Oversized,L,R,R449A,Exempt,0
1753,160,44,1,Oversized,L,R,R449A,Exempt,0
1754,161,54,1,Oversized,L,R,R449A,Exempt,0
1755,162,60,1,Oversized,L,R,R449A,Exempt,0
1756,171,60,2,Title 24 Compliant,L,R,R449A,Exempt,0
1757,185,30,0,Standard,L,R,R449A,Exempt,0
1758,186,44,0,Standard,L,R,R449A,Exempt,0
1759,187,54,0,Standard,L,R,R449A,Exempt,0
1760,188,60,0,Standard,L,R,R449A,Exempt,0
1761,205,30,1,Oversized,L,R,R449A,Exempt,0
1762,206,44,1,Oversized,L,R,R449A,Exempt,0
1763,207,54,1,Oversized,L,R,R449A,Exempt,0
1764,208,60,1,Oversized,L,R,R449A,Exempt,0
1765,217,60,2,Title 24 Compliant,L,R,R449A,Exempt,0
1766,231,30,0,Standard,L,R,R449A,Exempt,0
1767,232,44,0,Standard,L,R,R449A,Exempt,0
1768,233,54,0,Standard,L,R,R449A,Exempt,0
1769,234,60,0,Standard,L,R,R449A,Exempt,0
1770,251,30,1,Oversized,L,R,R449A,Exempt,0
1771,252,44,1,Oversized,L,R,R449A,Exempt,0
1772,253,54,1,Oversized,L,R,R449A,Exempt,0
1773,254,60,1,Oversized,L,R,R449A,Exempt,0
1774,263,60,2,Title 24 Compliant,L,R,R449A,Exempt,0
1775,277,30,0,Standard,L,R,R449A,FAIL,0
1776,278,44,0,Standard,L,R,R449A,FAIL,0
1777,279,54,0,Standard,L,R,R449A,FAIL,0
1778,280,60,0,Standard,L,R,R449A,FAIL,0
1779,297,30,1,Oversized,L,R,R449A,FAIL,0
1780,298,44,1,Oversized,L,R,R449A,PASS,3.15
1781,299,54,1,Oversized,L,R,R449A,FAIL,0
1782,300,60,1,Oversized,L,R,R449A,FAIL,0
1783,309,60,2,Title 24 Compliant,L,R,R449A,FAIL,0
1784,323,30,0,Standard,L,R,R449A,PASS,3.21
1785,324,44,0,Standard,L,R,R449A,PASS,3.23
1786,325,54,0,Standard,L,R,R449A,PASS,3.15
1787,326,60,0,Standard,L,R,R449A,PASS,3.4
1788,343,30,1,Oversized,L,R,R449A,PASS,3.23
1789,344,44,1,Oversized,L,R,R449A,PASS,3.19
1790,345,54,1,Oversized,L,R,R449A,PASS,3.15
1791,346,60,1,Oversized,L,R,R449A,FAIL,0
1792,355,60,2,Title 24 Compliant,L,R,R449A,PASS,3.15
1793,369,30,0,Standard,L,R,R449A,PASS,3.26
1794,370,44,0,Standard,L,R,R449A,PASS,3.21
1795,371,54,0,Standard,L,R,R449A,PASS,3.15
1796,372,60,0,Standard,L,R,R449A,FAIL,0
1797,389,30,1,Oversized,L,R,R449A,PASS,3.28
1798,390,44,1,Oversized,L,R,R449A,PASS,3.18
1799,391,54,1,Oversized,L,R,R449A,PASS,3.15
1800,392,60,1,Oversized,L,R,R449A,FAIL,0
1801,401,60,2,Title 24 Compliant,L,R,R449A,FAIL,0
1802,8,15,0,Standard,L,F,R407F,PASS,3.27
1803,9,22,0,Standard,L,F,R407F,PASS,3.25
1804,10,27,0,Standard,L,F,R407F,PASS,3.25
1805,11,30,0,Standard,L,F,R407F,PASS,3.62
1806,23,15,1,Oversized,L,F,R407F,PASS,3.15
1807,24,22,1,Oversized,L,F,R407F,PASS,3.15
1808,25,27,1,Oversized,L,F,R407F,PASS,3.15
1809,26,30,1,Oversized,L,F,R407F,PASS,3.235
1810,37,22,2,Title 24 Compliant,L,F,R407F,PASS,3.28
1811,38,27,2,Title 24 Compliant,L,F,R407F,PASS,3.28
1812,39,30,2,Title 24 Compliant,L,F,R407F,PASS,3.62
1813,50,15,0,Standard,L,F,R407F,PASS,3.32
1814,51,22,0,Standard,L,F,R407F,PASS,3.4
1815,52,27,0,Standard,L,F,R407F,PASS,3.36
1816,53,30,0,Standard,L,F,R407F,PASS,3.58
1817,65,15,1,Oversized,L,F,R407F,PASS,3.58
1818,66,22,1,Oversized,L,F,R407F,PASS,3.26
1819,67,27,1,Oversized,L,F,R407F,PASS,3.29
1820,68,30,1,Oversized,L,F,R407F,PASS,3.47
1821,79,22,2,Title 24 Compliant,L,F,R407F,PASS,3.43
1822,80,27,2,Title 24 Compliant,L,F,R407F,PASS,3.4
1823,81,30,2,Title 24 Compliant,L,F,R407F,PASS,3.52
1824,92,15,0,Standard,L,F,R407F,PASS,3.37
1825,93,22,0,Standard,L,F,R407F,PASS,3.39
1826,94,27,0,Standard,L,F,R407F,PASS,3.32
1827,95,30,0,Standard,L,F,R407F,PASS,3.61
1828,107,15,1,Oversized,L,F,R407F,PASS,3.42
1829,108,22,1,Oversized,L,F,R407F,PASS,3.24
1830,109,27,1,Oversized,L,F,R407F,PASS,3.25
1831,110,30,1,Oversized,L,F,R407F,PASS,3.49
1832,121,22,2,Title 24 Compliant,L,F,R407F,PASS,3.41
1833,122,27,2,Title 24 Compliant,L,F,R407F,PASS,3.35
1834,123,30,2,Title 24 Compliant,L,F,R407F,PASS,3.56
1835,139,30,0,Standard,L,F,R407F,Exempt,0
1836,140,44,0,Standard,L,F,R407F,Exempt,0
1837,141,54,0,Standard,L,F,R407F,Exempt,0
1838,142,60,0,Standard,L,F,R407F,Exempt,0
1839,159,30,1,Oversized,L,F,R407F,Exempt,0
1840,160,44,1,Oversized,L,F,R407F,Exempt,0
1841,161,54,1,Oversized,L,F,R407F,Exempt,0
1842,162,60,1,Oversized,L,F,R407F,Exempt,0
1843,171,60,2,Title 24 Compliant,L,F,R407F,Exempt,0
1844,185,30,0,Standard,L,F,R407F,Exempt,0
1845,186,44,0,Standard,L,F,R407F,Exempt,0
1846,187,54,0,Standard,L,F,R407F,Exempt,0
1847,188,60,0,Standard,L,F,R407F,Exempt,0
1848,205,30,1,Oversized,L,F,R407F,Exempt,0
1849,206,44,1,Oversized,L,F,R407F,Exempt,0
1850,207,54,1,Oversized,L,F,R407F,Exempt,0
1851,208,60,1,Oversized,L,F,R407F,Exempt,0
1852,217,60,2,Title 24 Compliant,L,F,R407F,Exempt,0
1853,231,30,0,Standard,L,F,R407F,Exempt,0
1854,232,44,0,Standard,L,F,R407F,Exempt,0
1855,233,54,0,Standard,L,F,R407F,Exempt,0
1856,234,60,0,Standard,L,F,R407F,Exempt,0
1857,251,30,1,Oversized,L,F,R407F,Exempt,0
1858,252,44,1,Oversized,L,F,R407F,Exempt,0
1859,253,54,1,Oversized,L,F,R407F,Exempt,0
1860,254,60,1,Oversized,L,F,R407F,Exempt,0
1861,263,60,2,Title 24 Compliant,L,F,R407F,Exempt,0
1862,277,30,0,Standard,L,F,R407F,PASS,3.15
1863,278,44,0,Standard,L,F,R407F,PASS,3.15
1864,279,54,0,Standard,L,F,R407F,FAIL,0
1865,280,60,0,Standard,L,F,R407F,FAIL,0
1866,297,30,1,Oversized,L,F,R407F,FAIL,0
1867,298,44,1,Oversized,L,F,R407F,PASS,3.15
1868,299,54,1,Oversized,L,F,R407F,FAIL,0
1869,300,60,1,Oversized,L,F,R407F,FAIL,0
1870,309,60,2,Title 24 Compliant,L,F,R407F,FAIL,0
1871,323,30,0,Standard,L,F,R407F,PASS,3.21
1872,324,44,0,Standard,L,F,R407F,PASS,3.23
1873,325,54,0,Standard,L,F,R407F,PASS,3.15
1874,326,60,0,Standard,L,F,R407F,FAIL,0
1875,343,30,1,Oversized,L,F,R407F,PASS,3.23
1876,344,44,1,Oversized,L,F,R407F,PASS,3.19
1877,345,54,1,Oversized,L,F,R407F,PASS,3.15
1878,346,60,1,Oversized,L,F,R407F,FAIL,0
1879,355,60,2,Title 24 Compliant,L,F,R407F,PASS,3.15
1880,369,30,0,Standard,L,F,R407F,PASS,3.26
1881,370,44,0,Standard,L,F,R407F,PASS,3.21
1882,371,54,0,Standard,L,F,R407F,PASS,3.15
1883,372,60,0,Standard,L,F,R407F,FAIL,0
1884,389,30,1,Oversized,L,F,R407F,PASS,3.28
1885,390,44,1,Oversized,L,F,R407F,PASS,3.18
1886,391,54,1,Oversized,L,F,R407F,PASS,3.15
1887,392,60,1,Oversized,L,F,R407F,FAIL,0
1888,401,60,2,Title 24 Compliant,L,F,R407F,FAIL,0
1889,403,5,NULL,NULL,L,S,R404A,Exempt,0
1890,404,7,NULL,NULL,L,S,R404A,Exempt,0
1891,405,10,NULL,NULL,L,S,R404A,Exempt,0
1892,406,15,NULL,NULL,L,S,R404A,Exempt,0
1893,407,20,NULL,NULL,L,S,R404A,Exempt,0
1894,408,25,NULL,NULL,L,S,R404A,Exempt,0
1895,409,7,NULL,NULL,M,S,R404A,Exempt,0
1896,410,10,NULL,NULL,M,S,R404A,Exempt,0
1897,411,20,NULL,NULL,M,S,R404A,Exempt,0
1898,412,20,NULL,NULL,M,S,R404A,Exempt,0
1899,413,30,NULL,NULL,M,S,R404A,Exempt,0
1900,414,50,NULL,NULL,M,S,R404A,Exempt,0
1901,415,50,NULL,NULL,M,S,R404A,Exempt,0
1902,416,75,NULL,NULL,M,S,R404A,Exempt,0
1903,417,75,NULL,NULL,M,S,R404A,Exempt,0
1904,418,75,NULL,NULL,M,S,R404A,Exempt,0
1905,419,100,NULL,NULL,M,S,R404A,Exempt,0
1906,420,120,NULL,NULL,M,S,R404A,Exempt,0
1907,421,150,NULL,NULL,M,S,R404A,Exempt,0
1908,422,30,NULL,NULL,L,S,R404A,Exempt,0
1909,423,40,NULL,NULL,L,S,R404A,Exempt,0
1910,424,60,NULL,NULL,L,S,R404A,Exempt,0
1911,425,60,NULL,NULL,L,S,R404A,Exempt,0
1912,426,75,NULL,NULL,L,S,R404A,Exempt,0
1913,427,90,NULL,NULL,L,S,R404A,Exempt,0
1914,428,100,NULL,NULL,L,S,R404A,Exempt,0
1915,429,150,NULL,NULL,L,S,R404A,Exempt,0
1916,430,220,NULL,NULL,L,S,R404A,Exempt,0
1917,431,50,NULL,NULL,M,Q,R407A,Exempt,0
